"id","doi","title","abstract","name","journal"
"60","doi.org/10.1007/s40279-024-02006-3","Dose-Response Modelling of Resistance Exercise Across Outcome Domains in Strength and Conditioning: A Meta-analysis.","Resistance exercise is the most common training modality included within strength and conditioning (S&C) practice. Understanding dose-response relationships between resistance training and a range of outcomes relevant to physical and sporting performance is of primary importance for quality S&C prescription.The aim of this meta-analysis was to use contemporary modelling techniques to investigate resistance-only and resistance-dominant training interventions, and explore relationships between training variables (frequency, volume, intensity), participant characteristics (training status, sex), and improvements across a range of outcome domains including maximum strength, power, vertical jump, change of direction, and sprinting performance.Data were obtained from a database of training studies conducted between 1962 and 2018, which comprised healthy trained or untrained adults engaged in resistance-only or resistance-dominant interventions. Studies were not required to include a control group. Standardized mean difference effect sizes were calculated and interventions categorized according to a range of training variables describing frequency (number of sessions per week), volume (number of sets and repetitions performed), overall intensity (intensity of effort and load, categorised as low, medium or high), and intensity of load (represented as % of one-repetition maximum [1RM] prescribed). Contemporary modelling techniques including Bayesian mixed-effects meta-analytic models were fitted to investigate linear and non-linear dose-responses with models compared based on predictive accuracy.Data from a total of 295 studies comprising 535 groups and 6,710 participants were included with analyses conducted on time points ≤ 26 weeks. The best performing model included: duration from baseline, average number of sets, and the main and interaction effects between outcome domain and intensity of load (% 1RM) expressed non-linearly. Model performance was not improved by the inclusion of participant training status or sex.The current meta-analysis represents the most comprehensive investigation of dose-response relationships across a range of outcome domains commonly targeted within strength and conditioning to date. Results demonstrate the magnitude of improvements is predominantly influenced by training intensity of load and the outcome measured. When considering the effects of intensity as a % 1RM, profiles differ across outcome domains with maximum strength likely to be maximised with the heaviest loads, vertical jump performance likely to be maximised with relatively light loads (~ 30% 1RM), and power likely to be maximised with low to moderate loads (40-70% 1RM).© 2024. The Author(s).","Swinton","Sports medicine (Auckland, N.Z.)"
"61","doi.org/10.1007/s40279-024-02024-1","Supervised Versus Unsupervised Exercise for the Improvement of Physical Function and Well-Being Outcomes in Older Adults: A Systematic Review and Meta-analysis of Randomized Controlled Trials.","Unsupervised exercise intervention (UNSUP) appears to be a practical and beneficial strategy for older adults, although its feasibility and effectiveness compared to supervised exercise intervention (SUP) remains unknown. We aimed to compare the safety, attendance/adherence rates, and effectiveness of SUP versus UNSUP on physical function and well-being outcomes in older adults.A systematic search was conducted in PubMed, Web of Science, CINAHL, SPORTDiscus, and APA PsycINFO up to September 2022 for randomized controlled trials comparing SUP versus UNSUP in older adults (≥ 60 years). Safety and attendance/adherence rates were registered as indicators of feasibility, and meta-analyses were performed for physical function and well-being outcomes. Sub-analyses were performed for those studies that applied a similar intervention in both groups and for those studies where participants performed ≥ 66% of the sessions in the assigned condition.Thirty-four studies were included (n = 2830). No serious adverse events were reported, with similar attendance rates (81%) for both SUP and UNSUP. Compared with UNSUP, SUP induced significant higher benefits on knee extension strength (standardized mean difference (SMD) = 0.18, p = 0.002), sit-to-stand test (STS, SMD = 0.25, p = 0.050), timed-up-and-go test (TUG, SMD = 0.21, p = 0.035), usual gait speed (SMD = 0.29, p = 0.026), lean mass (mean difference = 1.05 kg, p < 0.001) and health-related quality of life (HRQoL, SMD = 0.21, p = 0.035), albeit only knee extension strength remained significant in sensitivity analyses. Sub-analyses revealed superior benefits of SUP on knee extension strength when only considering those studies that applied a similar intervention in both SUP and UNSUP groups. However, no significant benefits were found for the remaining outcomes. Beneficial effects of SUP over UNSUP were also observed for knee extension strength, STS, functional reach test, TUG, usual gait speed, lean mass, and HRQoL when separately analyzing those studies in which participants performed ≥ 66% of the sessions in the assigned condition.Current evidence suggests that both SUP and UNSUP programs are safe and could exert benefits on physical function and HRQoL. However, despite being associated with similar attendance rates, SUP might offer some additional benefits, although further high-quality research (i.e., accounting for confounding factors such as presence of supervised sessions in UNSUP or vice versa, as well as equating the exercise dose) is necessary to confirm these findings.CRD42022326420.© 2024. The Author(s).","Gómez-Redondo","Sports medicine (Auckland, N.Z.)"
"62","doi.org/10.1007/s40279-024-02018-z","The Effect of Strength Training Methods on Middle-Distance and Long-Distance Runners' Athletic Performance: A Systematic Review with Meta-analysis.","The running performance of middle-distance and long-distance runners is determined by factors such as maximal oxygen uptake (VO2max), velocity at VO2max (vVO2max), maximum metabolic steady state (MMSS), running economy, and sprint capacity. Strength training is a proven strategy for improving running performance in endurance runners. However, the effects of different strength training methods on the determinants of running performance are unclear.The aim of this systematic review with meta-analysis was to compare the effect of different strength training methods (e.g., high load, submaximal load, plyometric, combined) on performance (i.e., time trial and time until exhaustion) and its determinants (i.e., VO2max, vVO2max, MMSS, sprint capacity) in middle-distance and long-distance runners.A systematic search was conducted across electronic databases (Web of Science, PubMed, SPORTDiscus, SCOPUS). The search included articles indexed up to November 2022, using various keywords combined with Boolean operators. The eligibility criteria were: (1) middle- and long-distance runners, without restriction on sex or training/competitive level; (2) application of a strength training method for ≥ 3 weeks, including high load training (≥ 80% of one repetition maximum), submaximal load training (40-79% of one repetition maximum), plyometric training, and combined training (i.e., two or more methods); (3) endurance running training control group under no strength training or under strength training with low loads (< 40% of one repetition maximum); (4) running performance, VO2max, vVO2max, MMSS and/or sprint capacity measured before and after a strength training intervention program; (5) randomized and non-randomized controlled studies. The certainty of evidence was assessed using the GRADE (Grading of Recommendations Assessment, Development and Evaluation) approach. A random-effects meta-analysis and moderator analysis were performed using Comprehensive meta-analysis (version 3.3.0.70).The certainty of the evidence was very low to moderate. The studies included 324 moderately trained, 272 well trained, and 298 highly trained athletes. The strength training programs were between 6 and 40 weeks duration, with one to four intervention sessions per week. High load and combined training methods induced moderate (effect size =  - 0.469, p = 0.029) and large effect (effect size =  - 1.035, p = 0.036) on running performance, respectively. While plyometric training was not found to have a significant effect (effect size =  - 0.210, p = 0.064). None of the training methods improved VO2max, vVO2max, MMSS, or sprint capacity (all p > 0.072). Moderators related to subject (i.e., sex, age, body mass, height, VO2max, performance level, and strength training experience) and intervention (i.e., weeks, sessions per week and total sessions) characteristics had no effect on running performance variables or its determinants (all p > 0.166).Strength training with high loads can improve performance (i.e., time trial, time to exhaustion) in middle-distance and long-distance runners. A greater improvement may be obtained when two or more strength training methods (i.e., high load training, submaximal load training and/or plyometric training) are combined, although with trivial effects on VO2max, vVO2max, MMSS, or sprint capacity.© 2024. The Author(s).","Llanos-Lagos","Sports medicine (Auckland, N.Z.)"
"63","doi.org/10.1007/s40279-024-02020-5","Physical Activity and Cognitive Performance in Early Childhood: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.","Growing evidence suggests that physical activity (PA) could improve cognitive performance in youths, but whether these effects occur from early childhood remains unclear.To summarize evidence on the effects of PA interventions on cognitive performance in early childhood.We performed a systematic search in PubMed, Scopus, Web of Science and PsycINFO (from inception to 6 September 2023) for randomized controlled trials assessing the effects of PA interventions (≥ 3 weeks) on cognitive-related outcomes in early childhood (3-6 years). We conducted a random-effects meta-analysis when five or more studies assessed a given outcome. The potential moderating role of participant (e.g., age) and intervention characteristics (e.g., duration, volume, intensity, cognitive engagement) was also assessed.We found a total of 24 studies (N = 3483 children) that were deemed to be of overall fair methodological quality. PA interventions were supervised and lasted between 3 and 24 weeks. The most common session duration was 30 min, with a frequency of two sessions per week. Pooled analyses revealed that PA interventions have positive effects on all analysed outcomes, including attention (standardized mean difference (SMD) = 0.49, 95% confidence interval (CI) 0.18-0.79, p = 0.002), inhibition (SMD = 0.45, 95% CI 0.06-0.84, p = 0.022), working memory (SMD = 0.50, 95% CI 0.18-0.82, p = 0.002), cognitive flexibility (SMD = 0.39, 0.15-0.62, p = 0.002) and vocabulary (SMD = 1.18, 0.19-2.16, p = 0.019). Sensitivity analyses confirmed the benefits in all cases except for inhibition (p = 0.062). No consistent differences were found relating to any moderator variable.Although further research is warranted, our findings suggest that PA interventions may improve cognitive performance in early childhood, particularly in the domains of attention, inhibition, working memory, cognitive flexibility and vocabulary. These findings might support the implementation of PA interventions from early childhood.CRD42021249319.© 2024. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Morales","Sports medicine (Auckland, N.Z.)"
"64","doi.org/10.1519/JSC.0000000000004774","Efficacy of Split Versus Full-Body Resistance Training on Strength and Muscle Growth: A Systematic Review With Meta-Analysis.","Ramos-Campo, DJ, Benito-Peinado, PJ, Caravaca, LA, Rojo-Tirado, MA, and Rubio-Arias, JÁ. Efficacy of split versus full-body resistance training on strength and muscle growth: a systematic review with meta-analysis. J Strength Cond Res 38(7): 1330-1340, 2024-No previous study has systematically compared the effect of 2 resistance training routines commonly used to increase muscle mass and strength (i.e., split [Sp] and full-body [FB] routines). Our objective was to conduct a systematic review and meta-analysis following PRISMA guidelines to compare the effects on strength gains and muscle growth in healthy adults. 14 studies (392 subjects) that compared Sp and FB routines in terms of strength adaptations and muscle growth were included. Regarding the effects of the Sp or FB routine on both bench press and lower limbs strength, the magnitude of the change produced by both routines was similar (bench press: mean difference [MD] = 1.19; [-1.28, 3.65]; p = 0.34; k = 14; lower limb: MD = 2.47; [-2.11, 7.05]; p = 0.29; k = 14). Concerning the effect of the Sp vs. FB routine on muscle growth, similar effects were observed after both routines in the cross-sectional area of the elbow extensors (MD = 0.30; [-2.65, 3.24]; p = 0.84; k = 4), elbow flexors (MD = 0.17; [-2.54, 2.88]; p = 0.91; k = 5), vastus lateralis (MD = -0.08; [-1.82, 1.66]; p = 0.93; k = 5), or lean body mass (MD = -0.07; [-1.59, 1.44]; p = 0.92; k = 6). In conclusion, the present systematic review and meta-analysis provides solid evidence that the use of Sp or FB routines within a resistance training program does not significantly impact either strength gains or muscle hypertrophy when volume is equated. Consequently, individuals are free to confidently select a resistance training routine based on their personal preferences.Copyright © 2024 National Strength and Conditioning Association.","Ramos-Campo","Journal of strength and conditioning research"
"65","doi.org/10.1016/j.jsams.2024.03.007","Comparative efficacy of different exercise types on inflammatory markers in women with overweight and obesity: A systematic review and network meta-analysis of randomized controlled trials.","This study aimed to compare and rank the effectiveness of aerobic exercise, resistance training, combined aerobic and resistance exercise, and high-intensity interval training on inflammatory marker levels in women with overweight and obesity by using network meta-analysis.Systematic review with network meta-analysis and Grading Recommendations Assessment, Development, and Evaluation of the evidence.Literature as of April 2023 was searched from databases such as Cochrane, Embase, Pubmed, Web of Science, and EBSCO, and English-language randomized controlled trials that meet the inclusion criteria were selected. A random-effects network meta-analysis was performed within a frequentist framework.A total of 75 articles and 4048 participants were included. Resistance training was the most recommended type of exercise to decrease C-reactive protein levels (surface under cumulative ranking = 90.1; standardized mean difference = -0.79, 95 % confidence interval: -1.17, -0.42); aerobic exercise was the most effective exercise type to reduce tumor necrosis factor-α levels (surface under cumulative ranking = 87.9; standardized mean difference = -0.79, 95 % confidence interval: -1.19, -0.39); combined aerobic and resistance exercise was the most effective type of exercise to reduce interleukin-6 levels (surface under cumulative ranking = 75.8; standardized mean difference = -0.77, 95 % confidence interval: -1.38, -0.16) and leptin levels (surface under cumulative ranking = 77.1; standardized mean difference = -0.96, 95 % confidence interval: -1.72, -0.20), and high-intensity interval training was the type of exercise that was well suited to increase adiponectin levels (surface under cumulative ranking = 87.2; standardized mean difference = 0.99, 95 % confidence interval: 0.27, 1.71).This network meta-analysis based on randomized controlled trials confirmed that different exercise types have different efficacies on inflammation indicators among women with overweight and obesity. The findings may provide clinicians and healthcare professionals with insights into the implementation of exercise programs for women struggling with overweight and obesity.Copyright © 2024 Sports Medicine Australia. Published by Elsevier Ltd. All rights reserved.","Tan","Journal of science and medicine in sport"
"66","doi.org/10.1136/bjsports-2023-107536","No sign of weakness: a systematic review and meta-analysis of hip and calf muscle strength after anterior cruciate ligament injury.","We aimed to determine hip and lower-leg muscle strength in people after ACL injury compared with an uninjured control group (between people) and the uninjured contralateral limb (between limbs).Systematic review with meta-analysis.MEDLINE, EMBASE, CINAHL, Scopus, Cochrane CENTRAL and SportDiscus to 28 February 2023.Primary ACL injury with mean age 18-40 years at time of injury. Studies had to measure hip and/or lower-leg muscle strength quantitatively (eg, dynamometer) and report muscle strength for the ACL-injured limb compared with: (i) an uninjured control group and/or (ii) the uninjured contralateral limb. Risk of bias was assessed according to Cochrane Collaboration domains.Twenty-eight studies were included (n=23 measured strength ≤12 months post-ACL reconstruction). Most examined hip abduction (16 studies), hip extension (12 studies) and hip external rotation (7 studies) strength. We found no meaningful difference in muscle strength between people or between limbs for hip abduction, extension, internal rotation, flexion or ankle plantarflexion, dorsiflexion (estimates ranged from -9% to +9% of comparator). The only non-zero differences identified were in hip adduction (24% stronger on ACL limb (95% CI 8% to 42%)) and hip external rotation strength (12% deficit on ACL limb (95% CI 6% to 18%)) compared with uninjured controls at follow-ups >12 months, however both results stemmed from only two studies. Certainty of evidence was very low for all outcomes and comparisons, and drawn primarily from the first year post-ACL reconstruction.Our results do not show widespread or substantial muscle weakness of the hip and lower-leg muscles after ACL injury, contrasting deficits of 10%-20% commonly reported for knee extensors and flexors. As it is unclear if deficits in hip and lower-leg muscle strength resolve with appropriate rehabilitation or no postinjury or postoperative weakness occurs, individualised assessment should guide training of hip and lower-leg strength following ACL injury.CRD42020216793.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ.","Girdwood","British journal of sports medicine"
"67","doi.org/10.1007/s40279-024-02010-7","Differences in Injury Profiles Between Female and Male Athletes Across the Participant Classification Framework: A Systematic Review and Meta-Analysis.","Female sex is a significant determinant of anterior cruciate ligament (ACL) injury. It is not understood if sex is a key determinant of other sports-related injuries.The aim of this systematic review was to identify where differences in injury profiles are most apparent between the sexes in all sports across the six-tiered participant classification framework.This systematic review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement and the 'implementing PRISMA in Exercise, Rehabilitation, Sport medicine and SporTs science'(PERSiST) guidance. The databases PubMed, CINAHL, Web of Science, SPORTDiscus, Medline, Scopus, Cochrane Library and EBSCO were searched from database inception to 24 April 2023. Longitudinal, prospective and retrospective cohort studies and cross-sectional and descriptive epidemiology studies that used standard injury data collection were included. Studies were excluded if injuries were not medically diagnosed and if injuries were not reported and/or analysed by sex. Two reviewers independently extracted data and assessed study quality using the Downs and Black checklist.Overall, 180 studies were included (8 tier-5, 40 tier-4, 98 tier-3, 30 tier-2, 5 tier-1 studies; one study included data in two tiers). Of those, 174 studies were of moderate quality and six studies were of limited quality. In sex-comparable sports, there was moderate evidence that female athletes had greater risk of knee injury (relative risk (RR) 2.7; 95% CI 1.4-5.5), foot/ankle injuries (RR 1.25; 95% CI 1.17-1.34), bone stress injury (RR 3.4; 95% CI 2.1-5.4) and concussion (RR 8.46; 95% CI 1.04-68.77) than male athletes. Male athletes were at increased risk of hip/groin injuries (RR 2.26; 95% CI 1.31-3.88) and hamstring injuries (RR 2.4; 95% CI 1.8-3.2) compared with females, particularly in dynamic sports. Male athletes were 1.8 (1.37-2.7) to 2.8 (2.45-3.24) times more likely to sustain acute fractures than female athletes, with the highest risk in competition.Most studies in all cohorts were of moderate quality (mean/range of scores tier-5: 17 ± 2.2 [14-20], tier-4: 16.9 ± 1.9 [11-21], tier-3: 16.9 ± 1.5 [11-20], tier-2: 16.3 ± 2.2 [11-20], tier-1 studies: 15.6 ± 1.3 [14-17] out of 28 on the Downs and Black checklist), with only six studies of limited quality. Female athletes' propensity for bone stress injuries highlights opportunities to reinforce development of optimal bone health during adolescence and to outline the effects of energy availability. Earlier strength development and exposure to neuromuscular training programmes and modification of skill development in female athletes may be effective strategies for reducing lower limb injury risk. Key components of neuromuscular training programmes could be beneficial for reducing hip/groin and hamstring injury risk in male athletes. There may be a need for sex-specific prevention and return-to-sport protocols for sports-related concussion in female athletes.Female sex was a key determinant of sports-related injuries beyond ACL injury including foot/ankle injury, bone stress injury and sports-related concussion. Male sex was a key determinant of hip/groin, hamstring injury and upper limb injury.PROSPERO registration number: CRD42017058806 (last updated on 7th June 2023).© 2024. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Hardaker","Sports medicine (Auckland, N.Z.)"
"68","doi.org/10.1080/02640414.2024.2330232","Effects of high-intensity interval training and its different protocols on lipid profile and glycaemic control in type 2 diabetes: A meta-analysis.","This meta-analysis of randomised clinical trials aimed to compare the effects of high-intensity interval training (HIIT) and its different protocols versus moderate-intensity continuous training (MICT) and/or control on total cholesterol, HDL, LDL, triglycerides, HbA1c levels, and fasting glucose in individuals with type 2 diabetes mellitus (T2DM). The search strategy was performed in PubMed/MEDLINE, Cochrane CENTRAL, EMBASE, Web of Science, Sport DISCUS, and PEDro, until January 2023. A total of 31 studies (1092 individuals) were included. When compared to control, HIIT decreased total cholesterol by -0.31 mmol/L (95% CI -0.49; -0.12), LDL by -0.31 mmol/L (95% CI -0.49; -0.12), triglycerides by -0.27 mmol/L (95% CI -0.33; -0.2), HbA1c by -0.75% (95% CI -0.97; -0.53), fasting glucose by -1.15 mmol/L (95% CI -1.44; -0.86), and increased HDL by 0.24 mmol/L (95% CI 0.06; 0.42). No difference was found in the comparison between HIIT versus MICT for any of the outcomes analysed, however subgroup analysis showed that a moderate-interval (>30s to < 2 min) and moderate-term (>4 to < 12 weeks) HIIT protocol reduced total cholesterol, when compared to MICT. HIIT is able to improve lipid profile and glycaemic control in T2DM individuals, and specific protocols can be recommended for improving total cholesterol levels.","Cavalli","Journal of sports sciences"
"69","doi.org/10.1136/bjsports-2023-107324","Epidemiology of musculoskeletal injury in professional and amateur golfers: a systematic review and meta-analysis.","To determine the prevalence and incidence of musculoskeletal injury in amateur and professional golfers, and to identify common injury sites and factors associated with increased injury frequency.Systematic epidemiological review and meta-analysis.PubMed (Medline), Embase, the Cochrane Library and SPORTDiscus were searched in September 2023.Studies published in the English language reporting the incidence or prevalence of musculoskeletal injuries in golfers at all anatomical sites.20 studies (9221 golfers, 71.9% male, 28.1% female) were included, with mean age 46.8 years. Lifetime injury prevalence was significantly greater in professional golfers (73.5% (95% CI: 47.3% to 93.0%)) than amateur golfers (56.6% (95% CI: 47.4% to 65.5%); relative risk (RR)=1.50, p<0.001). Professional golfers had a significantly greater lifetime prevalence of hand and wrist (RR=3.33, p<0.001) and lower back injury (RR=3.05, p<0.001). Soft tissue injuries were most common, and diagnoses were typically non-specific. Injury frequency was not associated with age or sex. Two studies reported a greater injury risk in amateur golfers playing more than three and four rounds per week.Over half of golfers are at risk of sustaining a musculoskeletal injury during their lifetime. Risks and patterns of injury differ between professional and amateur golfers, with professionals significantly more likely to develop lower back, and hand and wrist injuries. A recent international consensus statement on the reporting of injury and illness in golf should aid consistency in future research assessing the epidemiology of specific diagnoses, informing golf injury prevention and management strategies.CRD42023408738.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ.","Williamson","British journal of sports medicine"
"70","doi.org/10.1080/02640414.2024.2326352","Reliability and criterion-related validity of the Cooper test in pre-adolescents and adolescents: A systematic review and meta-analysis.","The Cooper test (CT) is used to assess cardiorespiratory fitness (CRF) in pre-adolescents and adolescents, although it was originally developed to assess healthy adults. The aim of this study is to examine the available scientific evidence on the reliability and criterion validity of CT when administered to pre-adolescents and adolescents. Systematic searches were performed in three electronic databases (MEDLINE/PubMed, SPORTDiscuss and Scopus). To examine reliability and validity, four separate meta-analyses were implemented, finding high heterogeneity in studies with low methodological quality. There was a paucity of research regarding absolute reliability, while studies attempting to develop or cross-validate VO2max/VO2peak equations were almost non-existent. Information on the psychometric properties of CT in pre-adolescents under 12 years of age is scarce. The findings of this review cast doubt on the usefulness of CT both in identifying CRF and in determining the impact of strategies developed to improve CRF among pre-adolescents and adolescents.","Martínez-Lemos","Journal of sports sciences"
"71","doi.org/10.1007/s40279-024-01997-3","The Relationship Between Running Biomechanics and Running Economy: A Systematic Review and Meta-Analysis of Observational Studies.","Running biomechanics is considered an important determinant of running economy (RE). However, studies examining associations between running biomechanics and RE report inconsistent findings.The aim of this systematic review was to determine associations between running biomechanics and RE and explore potential causes of inconsistency.Three databases were searched and monitored up to April 2023. Observational studies were included if they (i) examined associations between running biomechanics and RE, or (ii) compared running biomechanics between groups differing in RE, or (iii) compared RE between groups differing in running biomechanics during level, constant-speed, and submaximal running in healthy humans (18-65 years). Risk of bias was assessed using a modified tool for observational studies and considered in the results interpretation using GRADE. Meta-analyses were performed when two or more studies reported on the same outcome. Meta-regressions were used to explore heterogeneity with speed, coefficient of variation of height, mass, and age as continuous outcomes, and standardization of running shoes, oxygen versus energetic cost, and correction for resting oxygen or energy cost as categorical outcomes.Fifty-one studies (n = 1115 participants) were included. Most spatiotemporal outcomes showed trivial and non-significant associations with RE: contact time r = - 0.02 (95% confidence interval [CI] - 0.15 to 0.12); flight time r = 0.11 (- 0.09 to 0.32); stride time r = 0.01 (- 0.8 to 0.50); duty factor r = - 0.06 (- 0.18 to 0.06); stride length r = 0.12 (- 0.15 to 0.38), and swing time r = 0.12 (- 0.13 to 0.36). A higher cadence showed a small significant association with a lower oxygen/energy cost (r = - 0.20 [- 0.35 to - 0.05]). A smaller vertical displacement and higher vertical and leg stiffness showed significant moderate associations with lower oxygen/energy cost (r = 0.35, - 0.31, - 0.28, respectively). Ankle, knee, and hip angles at initial contact, midstance or toe-off as well as their range of motion, peak vertical ground reaction force, mechanical work variables, and electromyographic activation were not significantly associated with RE, although potentially relevant trends were observed for some outcomes.Running biomechanics can explain 4-12% of the between-individual variation in RE when considered in isolation, with this magnitude potentially increasing when combining different variables. Implications for athletes, coaches, wearable technology, and researchers are discussed in the review.https://doi.org/10.17605/OSF.IO/293 ND (OpenScience Framework).© 2024. The Author(s).","Van Hooren","Sports medicine (Auckland, N.Z.)"
"72","doi.org/10.1007/s40279-024-02004-5","Associations Between Physical Characteristics and Golf Clubhead Speed: A Systematic Review with Meta-Analysis.","Historically, golf does not have a strong tradition of fitness testing and physical training. However, in recent years, both players and practitioners have started to recognise the value of a fitter and healthier body, owing to its potential positive impacts on performance, namely clubhead speed (CHS).The aim of this meta-analysis was to examine the associations between CHS (as measured using a driver) and a variety of physical characteristics.A systematic literature search with meta-analysis was conducted using Medline, SPORTDiscus, CINAHL and PubMed databases. Inclusion criteria required studies to have (1) determined the association between physical characteristics assessed in at least one physical test and CHS, (2) included golfers of any skill level but they had to be free from injury and (3) been peer-reviewed and published in the English language. Methodological quality was assessed using a modified version of the Downs and Black Quality Index tool and heterogeneity assessed via the Q statistic and I2. To provide summary effects for each of the physical characteristics and their associations with CHS, a random effects model was used where z-transformed r values (i.e. zr) were computed to enable effect size pooling within the meta-analysis.Of the 3039 studies initially identified, 20 were included in the final analysis. CHS was significantly associated with lower body strength (zr = 0.47 [95% confidence intervals {CI} 0.24-0.69]), upper body strength (zr = 0.48 [95% CI 0.28-0.68]), jump displacement (zr = 0.53 [95% CI 0.28-0.78]), jump impulse (zr = 0.82 [95% CI 0.63-1.02]), jumping peak power (zr = 0.66 [95% CI 0.53-0.79]), upper body explosive strength (zr = 0.67 [95% CI 0.53-0.80]), anthropometry (zr = 0.43 [95% CI 0.29-0.58]) and muscle capacity (zr = 0.17 [95% CI 0.04-0.31]), but not flexibility (zr = - 0.04 [95% CI - 0.33 to 0.26]) or balance (zr =  - 0.06 [95% CI - 0.46 to 0.34]).The findings from this meta-analysis highlight a range of physical characteristics are associated with CHS. Whilst significant associations ranged from trivial to large, noteworthy information is that jump impulse produced the strongest association, upper body explosive strength showed noticeably larger associations than upper body strength, and flexibility was not significant. These findings can be used to ensure practitioners prioritise appropriate fitness testing protocols for golfers.© 2024. The Author(s).","Brennan","Sports medicine (Auckland, N.Z.)"
"73","doi.org/10.1519/JSC.0000000000004721","Self-Massage Acute Effects on Pressure Pain Threshold, Muscular Electrical Activity, and Muscle Force Production: A Systematic Review and Meta-Analysis.","Furlan, MR, Machado, E, Petter, GdN, Barbosa, IM, Geremia, JM, and Glänzel, MH. Self-massage acute effects on pressure pain threshold, muscular electrical activity, and muscle force production: a systematic review and meta-analysis. J Strength Cond Res 38(3): 620-635, 2024-Self-massage (SM) is often used in physiotherapy and sports training programs. However, the SM acute effects on pressure pain threshold (PPT), muscle electrical activity (MEA), and muscle force production remain unclear. A meta-analytical review was performed to verify the SM acute effects on neuromuscular responses in healthy adults or athletes. The review (CRD42021254656) was performed in the PubMed, Web of Science, and Embase databases. A synthesis of the included studies was performed, and both the risk of bias and the evidence certainty level were assessed through the PEDro scale and Grading of Recommendations Assessment, Development, and Evaluation approach, respectively. Nineteen studies were included, 5 evaluated the PPT, 7 the thigh muscles' MEA, and 15 the lower-limb strength. The SM application induces moderate increases in quadriceps' PPT (5 studies; standardized mean difference [SMD]: 0.487; 95% CI 0.251-0.723; p < 0.001; I2 = 0%). We found no SM effects on the hamstrings and plantar flexors' MEA. Also, we observed small increases in knee extensors' concentric torque (2 studies; SMD: 0.288; 95% CI 0.088-0.489; p = 0.005; I2 = 0%), without effects in isometric muscle strength, eccentric torque, and rate of force development. Grading of recommendations assessment, development, and evaluation analysis showed high and low certainty levels for the SM effects on quadriceps' PPT and muscle strength, respectively. Self-massage pressure-volume application seems to be a determining factor in inducing changes in these parameters, and it may vary among the treated muscles, where a higher pressure-volume application is required for increasing knee flexors and plantar flexors' PPT and strength. Thus, new studies with better methodological quality should be performed to strengthen this evidence.Copyright © 2023 National Strength and Conditioning Association.","Furlan","Journal of strength and conditioning research"
"74","doi.org/10.1519/JSC.0000000000004709","Validity of Using the Load-Velocity Relationship to Estimate 1 Repetition Maximum in the Back Squat Exercise: A Systematic Review and Meta-Analysis.","LeMense, AT, Malone, GT, Kinderman, MA, Fedewa, MV, and Winchester, LJ. Validity of using the load-velocity relationship to estimate 1 repetition maximum in the back squat exercise: a systematic review and meta-analysis. J Strength Cond Res 38(3): 612-619, 2024-The one repetition maximum (1RM) test is commonly used to assess muscular strength. However, 1RM testing can be time consuming, physically taxing, and may be difficult to perform in athletics team settings with practice and competition schedules. Alternatively, 1RM can be estimated from bar or movement velocity at submaximal loads using the minimum velocity threshold (MVT) method based on the load-velocity relationship. Despite its potential utility, this method's validity has yielded inconsistent results. The purpose of this systematic review and meta-analysis was to assess the validity of estimated 1RM from bar velocity in the back squat exercise. A systematic search of 3 electronic databases was conducted using combinations of the following keywords: ""velocity-based training,"" ""load-velocity profiling,"" ""mean velocity,"" ""mean propulsive velocity,"" ""peak velocity,"" ""maximal strength,"" ""1RM,"" ""estimation,"" ""prediction,"" ""back squat,"" and ""regression."" The search identified 372 unique articles, with 4 studies included in the final analysis. Significance was defined as a p level less than 0.05. A total of 27 effects from 71 subjects between the ages of 17-25 years were analyzed; 85.2% of effects were obtained from male subjects. Measured 1RMs ranged from 86.5 to 153.1 kg, whereas estimated 1RMs ranged from 88.6 to 171.6 kg. Using a 3-level random effects model, 1RM back squat was overestimated when derived from bar velocity using the MVT method (effect sizes [ES] = 0.5304, 95% CI: 0.1878-0.8730, p = 0.0038). The MVT method is not a viable option for estimating 1RM in the free weight back squat. Strength and conditioning professionals should exercise caution when estimating 1RM from the load-velocity relationship.Copyright © 2024 National Strength and Conditioning Association.","LeMense","Journal of strength and conditioning research"
