"id","doi","title","abstract","name","journal"
"28","doi.org/10.1136/bjsports-2024-108127","Effects of exercise, metformin and their combination on glucose metabolism in individuals with abnormal glycaemic control: a systematic review and network meta-analysis.","To compare the efficacy of exercise, metformin and their combination on glucose metabolism in individuals with abnormal glycaemic control.Systematic review and network meta-analysis.Embase, Web of Science, PubMed/MEDLINE and SPORTDiscus.Randomised controlled trials involving exercise, metformin or their combined treatments in individuals with prediabetes or type 2 diabetes mellitus (T2DM) were included. Outcomes included haemoglobin A1c (HbA1c), 2-hour glucose during oral glucose tolerance test, fasting glucose, fasting insulin and homeostasis model assessment of insulin resistance (HOMA-IR).407 articles with 410 randomised controlled trials (n=33 802) were included. In prediabetes, the exercise showed greater efficacy than metformin on HbA1c levels (mean difference -0.16%, 95% CI (-0.23 to -0.09) vs -0.10%, 95% CI (-0.21 to 0.02)), 2-hour glucose (-0.68 mmol/L, 95% CI (-0.97 to -0.39) vs 0.01 mmol/L, 95% CI (-0.38 to 0.41)) and HOMA-IR (-0.54, 95% CI (-0.71 to -0.36) vs -0.23, 95% CI (-0.55 to 0.10)), while the efficacy on fasting glucose was comparable (-0.26 mmol/L, 95% CI (-0.32 to -0.19) vs -0.33 mmol/L, 95% CI (-0.45 to -0.21)). In T2DM, metformin was more efficacious than exercise on HbA1c (-0.88%, 95% CI (-1.07 to -0.69) vs -0.48%, 95% CI (-0.58 to -0.38)), 2-hour glucose (-2.55 mmol/L, 95% CI (-3.24 to -1.86) vs -0.97 mmol/L, 95% CI (-1.52 to -0.42)) and fasting glucose (-1.52 mmol/L, 95% CI (-1.73 to -1.31) vs -0.85 mmol/L, 95% CI (-0.96 to -0.74)); exercise+metformin also showed greater efficacy in improving HbA1c (-1.23%, 95% CI (-2.41 to -0.05)) and fasting glucose (-2.02 mmol/L, 95% CI (-3.31 to -0.74)) than each treatment alone. However, the efficacies were modified by exercise modality and metformin dosage.Exercise, metformin and their combination are efficacious in improving glucose metabolism in both prediabetes and T2DM. The efficacy of exercise appears to be superior to metformin in prediabetes, but metformin appears to be superior to exercise in patients with T2DM.CRD42023400622.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ.","Zhao","British journal of sports medicine"
"29","doi.org/10.1136/bjsports-2024-108260","Efficacy of exercise interventions on prevention of sport-related concussion and related outcomes: a systematic review and meta-analysis.","To review the efficacy of exercise interventions on sport-related concussion (SRC) incidence, as well as on linear and rotational head accelerations, and isometric neck strength and to assess reporting completeness of exercise interventions using the Consensus on Exercise Reporting Template (CERT).Systematic review and meta-analysis, according to the Prisma in Exercise, Rehabilitation, Sport medicine and SporTs science guidelines.Six databases (MEDLINE, Embase, CINAHL, Scopus, Web of Science CC and SPORTDiscus) were searched up to 26 June 2023.Randomised controlled trials (RCTs), cluster RCTs or quasi-experimental studies, evaluating exercise interventions on SRC incidence, linear and rotational head accelerations, and/or isometric neck strength in male and/or female athletes of any age, and/or in a healthy general population.A total of 26 articles were included. A large effect size was observed for resistance training (RT) on isometric neck strength (standardised mean difference (SMD) 0.85; 95% CI 0.57 to 1.13; high-quality evidence). Non-significant effect sizes were observed for neuromuscular warm-up programmes on SRC incidence (risk ratio 0.69; 95% CI 0.39 to 1.23; low-quality evidence), or for RT on linear head acceleration (SMD -0.43; 95% CI -1.26 to 0.40; very low-quality evidence) or rotational head acceleration (SMD 0.08; 95% CI -0.61 to 0.77; low-quality evidence). No studies assessed the impact of RT on SRC incidence. CERT scores ranged from 4 to 16 (out of 19) with median score of 11.5 (IQR 9-13).RT increases isometric neck strength, but the effect on SRC incidence is unknown. More adequately powered and rigorous trials are needed to evaluate the effect of exercise interventions on SRC incidence, and on linear and rotational head accelerations. Future studies should follow CERT guidelines, as the included interventions were generally not reported in sufficient detail for accurate replication.CRD42023435033.© Author(s) (or their employer(s)) 2024. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.","Ivanic","British journal of sports medicine"
"30","doi.org/10.1007/s40279-024-02090-5","Causal Association Between Sedentary Behaviors and Health Outcomes: A Systematic Review and Meta-Analysis of Mendelian Randomization Studies.","Different types of sedentary behavior are associated with several health outcomes, but the causality of these associations remains unclear.To conduct a systematic review and meta-analysis of Mendelian randomization (MR) studies investigating the associations between sedentary behaviors and health outcomes.A systematic search on PubMed, Embase, Web of Science, Scopus, and PsycINFO up to August 2023 was conducted to identify eligible MR studies. We selected studies that assessed associations of genetically determined sedentary behaviors and health outcomes. A meta-analysis was conducted to examine the causal associations when two or more MR studies were available. We graded the evidence level of each MR association based on the results of the main method and sensitivity analyses in MR studies.A total of 31 studies with 168 MR associations between six types of sedentary behavior and 47 health outcomes were included. Results from meta-analyses suggested a total of 47 significant causal associations between sedentary behaviors and health outcomes. Notably, more leisure TV watching is robustly correlated with increased risks of myocardial infarction, coronary artery disease, all-cause ischemic stroke, and type 2 diabetes. Conversely, robust inverse associations were observed between leisure computer use and risks of rheumatoid arthritis, Alzheimer's disease, and gastroesophageal reflux disease.These findings suggest that different types of sedentary behavior have distinct causal effects on health outcomes. Therefore, interventions should focus not only on reducing sedentary time but also on promoting healthier types of sedentary behavior.CRD42023453828.© 2024. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Gao","Sports medicine (Auckland, N.Z.)"
"31","doi.org/10.1136/bjsports-2024-108530","Effects of muscle strength training combined with aerobic training versus aerobic training alone on cardiovascular disease risk indicators in patients with coronary artery disease: a systematic review and meta-analysis of randomised clinical trials.","To compare the effects of aerobic training combined with muscle strength training (hereafter referred to as combined training) to aerobic training alone on cardiovascular disease risk indicators in patients with coronary artery disease (CAD).Systematic review with meta-analysis.MEDLINE, Embase, CINAHL, SPORTDiscus, Scopus, trial registries and grey literature sources were searched in February 2024.Randomised clinical trials comparing the effects of ≥4 weeks of combined training and aerobic training alone on at least one of the following outcomes: cardiorespiratory fitness (CRF), anthropometric and haemodynamic measures and cardiometabolic blood biomarkers in patients with CAD.Of 13 246 studies screened, 23 were included (N=916). Combined training was more effective in increasing CRF (standard mean difference (SMD) 0.26, 95% CI 0.02 to 0.49, p=0.03) and lean body mass (mean difference (MD) 0.78 kg, 95% CI 0.39 kg to 1.17 kg, p<0.001), and reducing per cent body fat (MD -2.2%, 95% CI -3.5% to -0.9%, p=0.001) compared with aerobic training alone. There were no differences in the cardiometabolic biomarkers between the groups. Our subgroup analyses showed that combined training increases CRF more than aerobic training alone when muscle strength training was added to aerobic training without compromising aerobic training volume (SMD 0.36, 95% CI 0.05 to 0.68, p=0.02).Combined training had greater effects on CRF and body composition than aerobic training alone in patients with CAD. To promote an increase in CRF in patients with CAD, muscle strength training should be added to aerobic training without reducing aerobic exercise volume.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ.","Terada","British journal of sports medicine"
"32","doi.org/10.1136/bjsports-2024-108444","Effects of reducing sedentary behaviour by increasing physical activity, on cognitive function, brain function and structure across the lifespan: a systematic review and meta-analysis.","To examine the acute and chronic effects of reducing prolonged sedentary time (ST) with physical activity (PA) on cognitive and brain health.Systematic review and meta-analysis.PubMed, Scopus, CINAHL, PsycINFO, SPORTDiscus, Web of Science, and ProQuest Dissertation and Theses.Randomised controlled trials (RCTs) published from inception to 17 June 2024, with healthy participants without cognitive impairment or neurological conditions that affect cognitive functioning, aged ≥4 years, testing acute and chronic effects of reducing ST and/or prolonged ST by reallocating ST to PA on cognitive function, brain function, and structure.We included 25 RCTs (n=1289) investigating acute (21 studies) and chronic (4 studies) effects on cognitive function (acute: n=20, chronic: n=4) and brain function (acute: n=7, chronic: n=1); there were no studies on brain structure. Acutely interrupting continuous ST with either multiple or a single PA bout improved cognitive function measured from 3 hours to three consecutive days based on 91 effect sizes (g=0.17, 95% CI: 0.05 to 0.29, p=0.005, I 2=45.5%). When comparing single versus multiple PA bouts, only multiple PA bouts yielded a positive effect on cognitive function based on 72 effect sizes (g=0.20, 95% CI: 0.06 to 0.35, p=0.006; I 2=48.8%). Chronic studies reported null findings on cognitive function (n=4), with some evidence of improved neural efficiency of the hippocampus (n=1).Interrupting ST with PA acutely improves cognitive function. The evidence from chronic studies remains inconclusive.PROSPERO CRD42020200998.© Author(s) (or their employer(s)) 2024. No commercial re-use. See rights and permissions. Published by BMJ.","Feter","British journal of sports medicine"
"33","doi.org/10.1123/ijspp.2023-0232","Can Caffeine Change the Game? Effects of Acute Caffeine Intake on Specific Performance in Intermittent Sports During Competition: A Systematic Review and Meta-Analysis.","The benefits of oral caffeine intake to enhance several aspects of physical performance, such as aerobic endurance, strength, power, and muscle endurance performance, are well supported. However, how the physical performance benefits of caffeine supplementation are translated into better specific actions in intermittent sports during real or simulated competition has been the topic of fewer investigations, and their results need to be appropriately reviewed and meta-analyzed.The aim of the study was to investigate the effects of acute caffeine intake on specific actions in intermittent sports involving decision making and high-intensity efforts (eg, team, racket, and combat sports) during real or simulated competitions.All studies included had blinded and crossover experimental designs, and we conducted a risk-of-bias analysis. In total, we included 24 studies. A meta-analysis was performed using the random-effects model to calculate the standardized mean difference (SMD) estimated by Hedges g and 95% CIs.Caffeine ingestion increased high-intensity sport-specific actions during competition, such as the number of sprints (SMD: 0.48; 95% CI, 0.23-0.74), body impacts (SMD: 0.28; 95% CI, 0.08-0.49), accelerations (SMD: 0.35; 95% CI, 0.06-0.63), decelerations (SMD: 0.63; 95% CI, 0.12-1.14), and high-intensity offensive efforts (SMD: 0.36; 95% CI, 0.11-0.61). Additionally, caffeine ingestion induced a higher positive or success rate of actions during real or simulated competition (SMD: 0.44; 95% CI, 0.19-0.69).The current meta-analysis provides evidence of caffeine supplementation in increasing high-intensity efforts and the success rate of sport-specific actions during real or simulated competition.","Diaz-Lara","International journal of sports physiology and performance"
"34","doi.org/10.1080/02640414.2024.2391657","Effects of complex training compared to resistance training alone on physical fitness of healthy individuals: A systematic review with meta-analysis.","Combining traditional resistance and ballistic exercises in a complex training (CT) format has shown improved physical fitness compared to the control conditions. However, no meta-analysis has directly compared CT with traditional resistance training (RT) alone. A systematic search was conducted in PubMed, Scopus, and WoS. Thirty-two studies involving 726 participants were included. Both RT and CT similarly improved one-repetition maximum (1RM) squat and bench press, 10 m and 30-60 m linear sprint time, squat jump height, jump power, reactive strength index, and standing long jump distance. Compared to RT, CT favoured 5-m (ES = 0.96) and 20-m linear sprint (ES = 0.52), change-of-direction speed (CODS; ES = 0.39), and countermovement jump height (CMJ; ES = 0.36). Furthermore, moderating effects of training frequency, duration, and complex training type were reported. Certainty of evidence was considered low for 5-m and 20-m linear sprints and CODS and very low for other outcomes. Compared to traditional resistance training, complex training may improve 5-m and 20-m linear sprints, CODS, and CMJ height. The effects of complex training may be optimised by longer interventions (≥7 weeks), with ~ 3 weekly training sessions, and using ascending and contrast training formats. However, the certainty of evidence ranges from very low to low.","Thapa","Journal of sports sciences"
"35","doi.org/10.1007/s40279-024-02089-y","Standard Deviation of Individual Response for VO2max Following Exercise Interventions: A Systematic Review and Meta-analysis.","Although numerous attempts to demonstrate inter-individual differences in trainability across various outcomes have been unsuccessful, the investigation of maximal oxygen consumption (VO2max) trainability warrants further study.Our objective was to conduct the first systematic review and meta-analysis to evaluate inter-individual differences in VO2max trainability across aerobic exercise training protocols utilizing non-exercising comparator groups.We conducted a literature search across three databases: EMBASE, PubMed and SCOPUS. The search strategy incorporated two main concepts: aerobic exercise training and VO2max. Studies were included if they used human participants, employed standardized and supervised exercise training, reported absolute or relative VO2max, included a non-exercise comparator group, reported VO2max change scores for non-exercise and exercise groups and provided the standard deviation (SD) of change for all groups. We calculated the SD of individual response (SDIR) to estimate the presence of inter-individual differences in trainability across all studies.The literature search generated 32,968 studies, 24 of which were included in the final analysis. Our findings indicated that (1) the majority of variation in observed change scores following an intervention is due to measurement error, (2) calculating SDIR within a single study would not yield sufficient accuracy of SDIR due to generally small sample sizes and (3) meta-analysis of SDIR2 across studies does not provide strong evidence for a positive value.Overall, our meta-analysis demonstrated that there is not strong evidence supporting the existence of VO2max trainability across single interventions. As such, it appears unlikely that clinically relevant predictors of VO2max response will be discovered. Registration can be found online ( https://doi.org/10.17605/OSF.IO/X9VU3 ).© 2024. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Renwick","Sports medicine (Auckland, N.Z.)"
"36","doi.org/10.1007/s40279-024-02087-0","The Influence of Nutrition Intervention on the P1NP and CTX-1 Response to an Acute Exercise Bout: A Systematic Review with Meta-Analysis.","Although nutrition and exercise both influence bone metabolism, little is currently known about their interaction, or whether nutritional intervention can modulate the bone biomarker response to acute exercise. Improved understanding of the relationships between nutrition, exercise and bone metabolism may have substantial potential to inform nutritional interventions to protect the bone health of exercising individuals, and to elucidate mechanisms by which exercise and nutrition influence bone.The aim was to synthesise available evidence related to the influence of nutrition on the response of the bone biomarkers procollagen type 1 N-terminal propeptide (P1NP) and C-terminal telopeptide of type 1 collagen (CTX-1) to acute exercise, using a systematic review and meta-analytic approach.Studies evaluating the influence of nutritional status or intervention on the bone biomarker response to an acute exercise bout were included and separated into four categories: (1) feeding status and energy availability, (2) macronutrients, (3) micronutrients and (4) other. Studies conducted on healthy human populations of any age or training status were included. Meta-analysis was conducted when data from at least five studies with independent datasets were available. In the case of insufficient data to warrant meta-analysis, results from individual studies were narratively synthesised and standardised mean effect sizes visually represented.Twenty-two articles were included. Of these, three investigated feeding status or energy availability, eight macronutrients, eight micronutrients (all calcium) and six other interventions including dairy products or collagen supplementation. Three studies had more than one intervention and were included in all relevant outcomes. The largest and most commonly reported effects were for the bone resorption marker CTX-1. Meta-analysis indicated that calcium intake, whether provided via supplements, diet or infusion, reduced exercise-induced increases in CTX-1 (effect size - 1.1; 95% credible interval [CrI] -  2.2 to - 0.05), with substantially larger effects observed in studies that delivered calcium via direct infusion versus in supplements or foods. Narrative synthesis suggests that carbohydrate supplementation may support bone during acute exercise, via reducing exercise-induced increases in CTX-1. Conversely, a low-carbohydrate/high-fat diet appears to induce the opposite effect, as evidenced by an increased exercise associated CTX-1 response, and reduced P1NP response. Low energy availability may amplify the CTX-1 response to exercise, but it is unclear whether this is directly attributable to energy availability or to the lack of specific nutrients, such as carbohydrate.Nutritional intervention can modulate the acute bone biomarker response to exercise, which primarily manifests as an increase in bone resorption. Ensuring adequate attention to nutritional factors may be important to protect bone health of exercising individuals, with energy, carbohydrate and calcium availability particularly important to consider. Although a wide breadth of data were available for this evidence synthesis, there was substantial heterogeneity in relation to design and intervention characteristics. Direct and indirect replication is required to confirm key findings and to generate better estimates of true effect sizes.© 2024. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Dolan","Sports medicine (Auckland, N.Z.)"
"37","doi.org/10.1080/02640414.2024.2390302","Dose-response association between walking speed and all-cause mortality: A systematic review and meta-analysis of cohort studies.","This review aims to investigate the dose-response relationship between walking speed and all-cause mortality. PubMed, Web of Science, Embase and Cochrane Library were searched to September, 2023 for cohort studies. A meta-analysis estimated the overall hazard ratio (HR) of mortality incidence and 95% Confidence Interval (CI) for individuals with the fastest walking speed compared to those with the slowest walking speed. Subgroup analyses were conducted based on sex, age and speed-measuring methods. Dose-response meta-analyses were examined by using ""mvmeta"" packages available in STATA. A total of 13 studies involving 530,841 participants were included. Of these, 11 studies provided data for dose-response meta-analyses. Individuals in the fastest walking-speed category had a 43% lower risk of all-cause mortality compared to those in the slowest walking-speed category (HR = 0.57, 95% CI 0.48-0.66). There was an inverse linear dose-response relationship between walking speed and all-cause mortality; for every 0.1 m/s increment in walking speed, the risk of mortality decreased by 6% (HR = 0.94; 0.92-0.96). There was an inverse nonlinear dose-response relationship between them when participants' age was larger than 65 years, but linear dose-response relationships were detected in both the timed walking speed test and self-reported walking speed measurements.","Liu","Journal of sports sciences"
"38","doi.org/10.1080/02640414.2024.2388984","The effect of exercise training on heart rate variability in patients with hypertension: A systematic review and meta-analysis.","We aimed to assess the effect of exercise training on heart rate variability (HRV) in hypertensive patients and to provide practical recommendations. We systematically searched seven databases for randomized controlled trials (RCTs) comparing the efficacy of exercise interventions vs. non-exercise control for HRV in adults with hypertension. HRV parameters, blood pressure (BP), and heart rate (HR) from the experimental and control groups were extracted to carry out meta-analysis. To explore the heterogeneity, we performed sensitivity analysis, sub-analysis, and meta-regression. Twelve RCTs were included, and the main results demonstrated exercise produced improvement in root mean square of successive RR-intervals differences (RMSSD) and high frequency (HF), and reductions in LF/HF, resting systolic blood pressure (SBP), and HR. The sub-analysis and meta-regression showed that AE improved more HRV indices and was effective in reducing BP compared with RE. Follow-up duration was also an important factor. Data suggests exercise training has ameliorating effects on HRV parameters, resting SBP, and HR in hypertensive patients, showing enhanced autonomic nervous system function and vagal activity. This effect may be better realized with exercise interventions of 4 weeks or more. Considering our results and the hypertension practice guidelines, we tend to recommend patients choose supervised AE.","Deng","Journal of sports sciences"
"39","doi.org/10.1007/s40279-024-02073-6","Accelerating Visual Anticipation in Sport Through Temporal Occlusion Training: A Meta-Analysis.","The video-based temporal occlusion paradigm has been consistently used in visual anticipation sport research.This meta-analysis investigated the magnitude to which video-based temporal occlusion training could improve anticipation skill with transfer to representative laboratory and field tasks.As there are considerably fewer anticipation training than performance studies, the meta-analysis included 12 intervention studies with 25 effect sizes where video simulation and/or field-based tests were used. The Downs and Black checklist adapted for sports science research was used to assess methodological quality of the included studies. Decision time and accuracy of anticipation were the outcome measures because both are relevant to sports skills. The changes in these measures between experimental and control groups from baseline to the transfer test context were used to calculate the magnitude of the training effect.Findings revealed a significant training effect, including a large meta-analytic effect size, and no difference in training benefit across video and field-based transfer tests. Publication bias analyses were inconclusive, likely due to the small number of available studies.These findings are evidence that the temporal occlusion paradigm is an effective method to improve visual anticipation skill across representative perceptual and perceptual-motor transfer tests. The theoretical implication based upon the two-stage model of visual anticipation is that temporal occlusion training can improve use of early information for body positioning by the performer, which could in turn lead to improved execution of the skill goal.© 2024. The Author(s).","Müller","Sports medicine (Auckland, N.Z.)"
"40","doi.org/10.1519/JSC.0000000000004862","The Effect of Creatine Supplementation on Resistance Training-Based Changes to Body Composition: A Systematic Review and Meta-analysis.","Desai, I, Wewege, MA, Jones, MD, Clifford, BK, Pandit, A, Kaakoush, NO, Simar, D, and Hagstrom, AD. The effect of creatine supplementation on resistance training-based changes to body composition: A systematic review and meta-analysis. J Strength Cond Res XX(X): 000-000, 2024-The purpose of this review was to determine the added effect of creatine supplementation on changes in body composition with resistance training in adults younger than 50 years. The review protocol was preregistered on the Open Science Framework (osf.io/x48a6/). Our primary outcome was lean body mass (LBM); secondary outcomes were body fat percentage (%) and body fat mass (kg). We performed a random-effects meta-analysis in R using the metafor package. Subgroup analyses were conducted to examine the effects of training status and use of a carbohydrate drink with creatine. We conducted a meta-regression to examine the moderating effect of total training volume. Statistical significance was set at p < 0.05. One thousand six hundred ninety-four records were screened, and 67 full-text articles were assessed for eligibility. Twelve studies were included in the meta-analysis. Fifty-two percentages of the studies had low risk, 41% some concerns, and 7% high risk of bias. Compared with resistance training (RT) alone, creatine supplementation increased LBM by 1.14 kg (95% CI 0.69 to 1.59), and reduced body fat percentage by -0.88% (95% CI -1.66 to -0.11) and body fat mass by -0.73 kg (95% CI -1.34 to -0.11). There were no differences between training status or carbohydrate subgroups. Training volume was not associated with effect size in all outcomes; 7 g or 0.3 g/kg of body mass of creatine per day is likely to increase LBM by 1 kg and reduce fat mass by 0.7 kg more than RT alone. Concurrent carbohydrate ingestion did not enhance the hypertrophy benefits of creatine.Copyright © 2024 National Strength and Conditioning Association.","Desai","Journal of strength and conditioning research"
"41","doi.org/10.1007/s40279-024-02079-0","Impact of Collagen Peptide Supplementation in Combination with Long-Term Physical Training on Strength, Musculotendinous Remodeling, Functional Recovery, and Body Composition in Healthy Adults: A Systematic Review with Meta-analysis.","Over the past decade, collagen peptide (CP) supplements have received considerable attention in sports nutrition research. These supplements have shown promising results in improving personal health, enhancing athletic performance, and preventing injuries in some but not all studies.A systematic review and meta-analysis of randomized controlled trials (RCTs) has been conducted to investigate the effects of long-term daily collagen peptide (CP) supplementation on strength, musculotendinous adaptation, functional recovery, and body composition in healthy adults, both with and without concurrent exercise interventions over several weeks.The PRISMA with PERSiST guidelines were followed for this systematic literature review, which was conducted in December 2023 using PubMed, Scopus, CINAHL, and SPORTDiscus databases. Eligible studies included healthy, normal to overweight adults over 17 years of age who engaged in exercise and daily collagen peptide (CP) supplementation for a minimum of 8 weeks (except one 3-week trial only included for maximal strength). Studies examining recovery-related outcomes were also eligible if they included a 1-week supplementation period without exercise. Methodological study quality was assessed using the PEDro scale. A random-effects model with standardized mean differences (SMD) of change scores was chosen to calculate overall effect sizes.Nineteen studies comprising 768 participants were included in both the systematic review and meta-analysis. Results indicate statistically significant effects in favor of long-term CP intake regarding fat-free mass (FFM) (SMD 0.48, p < 0.01), tendon morphology (SMD 0.67, p < 0.01), muscle architecture (SMD 0.39, p < 0.01), maximal strength (SMD 0.19, p < 0.01), and 48 h recovery in reactive strength following exercise-induced muscle damage (SMD 0.43, p = 0.045). The GRADE approach revealed a moderate certainty of evidence for body composition, a very low certainty for tendon morphology and mechanical properties, and a low certainty for the remaining.This systematic review and meta-analysis represents the first comprehensive investigation into the effects of long-term CP supplementation combined with regular physical training on various aspects of musculoskeletal health in adults. The findings indicate significant, though of low to moderate certainty, evidence of improvements in fat-free mass (FFM), tendon morphology, muscle mass, maximal strength, and recovery in reactive strength following exercise-induced muscle damage. However, further research is required to fully understand the mechanisms underlying these effects, particularly regarding tendon mechanical properties and short-term adaptations to collagen peptide (CP) intake without exercise, as observed in recovery outcomes. Overall, CP supplementation appears promising as a beneficial adjunct to physical training for enhancing musculoskeletal performance in adults. Open Science Framework (Registration DOI: https://doi.org/10.17605/OSF.IO/WCF4Y ).© 2024. The Author(s).","Bischof","Sports medicine (Auckland, N.Z.)"
"42","doi.org/10.1016/j.jsams.2024.07.003","Physical activity, sedentary behavior and microbiome: A systematic review and meta-analysis.","The effects of physical activity and sedentary behavior on human health are well known, however, the molecular mechanisms are poorly understood. Growing evidence points to physical activity as an important modulator of the composition and function of microbial communities, while evidence of sedentary behavior is scarce. We aimed to synthesize and meta-analyze the current evidence about the effects of physical activity and sedentary behavior on microbiome across different body sites and in different populations.A systematic search in PubMed, Web of Science, Scopus and Cochrane databases was conducted until September 2022. Random-effects meta-analyses including cross-sectional studies (active vs. inactive/athletes vs. non-athletes) or trials reporting the chronic effect of physical activity interventions on gut microbiome alpha-diversity in healthy individuals were performed.Ninety-one studies were included in this systematic review. Our meta-analyses of 2632 participants indicated no consistent effect of physical activity on microbial alpha-diversity, although there seems to be a trend toward a higher microbial richness in athletes compared to non-athletes. Most of studies reported an increase in short-chain fatty acid-producing bacteria such as Akkermansia, Faecalibacterium, Veillonella or Roseburia in active individuals and after physical activity interventions.Physical activity levels were positively associated with the relative abundance of short-chain fatty acid-producing bacteria. Athletes seem to have a richer microbiome compared to non-athletes. However, high heterogeneity between studies avoids obtaining conclusive information on the role of physical activity in microbial composition. Future multi-omics studies would enhance our understanding of the molecular effects of physical activity and sedentary behavior on the microbiome.Copyright © 2024 The Authors. Published by Elsevier Ltd.. All rights reserved.","Pérez-Prieto","Journal of science and medicine in sport"
"43","doi.org/10.1007/s40279-024-02070-9","Efficacy of Interval Training in Improving Body Composition and Adiposity in Apparently Healthy Adults: An Umbrella Review with Meta-Analysis.","Although the efficacy of interval training for improving body composition has been summarized in an increasing number of systematic reviews in recent years, discrepancies in review findings and conclusions have been observed.This study aims to synthesize the available evidence on the efficacy of interval training compared with moderate-intensity continuous training (MICT) and nonexercise control (CON) in reducing body adiposity in apparently healthy adults.An umbrella review with meta-analysis was performed. A systematic search was conducted in seven databases (MEDLINE, EMBASE, Cochrane Database, CINAHL, Scopus, SPORTDiscus, and Web of Science) up to October 2023. Systematic reviews with meta-analyses of randomized controlled trials (RCTs) comparing interval training and MICT/CON were included. Literature selection, data extraction, and methodological quality assessment (AMSTAR-2) were conducted independently by two reviewers. Meta-analyses were performed using a random-effects model. Subgroup analyses were conducted based on the type of interval training [high-intensity interval training (HIIT) and sprint interval training (SIT)], intervention duration, body mass index, exercise modality, and volume of HIIT protocols.Sixteen systematic reviews, including 79 RCTs and 2474 unique participants, met the inclusion criteria. Most systematic reviews had a critically low (n = 6) or low (n = 6) AMSTAR-2 score. Interval training demonstrated significantly greater reductions in total body fat percent (BF%) compared with MICT [weighted mean difference (WMD) of - 0.77%; 95% confidence interval (CI) - 1.12 to - 0.32%] and CON (WMD of - 1.50%; 95% CI - 2.40 to - 0.58%). Significant reductions in fat mass, visceral adipose tissue, subcutaneous abdominal fat, and android abdominal fat were also observed following interval training compared to CON. Subgroup analyses indicated that both HIIT and SIT resulted in superior BF% loss than MICT. These benefits appeared to be more prominent in individuals with overweight/obesity and longer duration interventions (≥ 12 weeks), as well as in protocols using cycling as a modality and low-volume HIIT (i.e., < 15 min of high-intensity exercise per session).This novel umbrella review with large-scale meta-analysis provides an updated synthesis of evidence with implications for physical activity guideline recommendations. The findings support interval training as a viable exercise strategy for reducing adiposity in the general population.© 2024. The Author(s).","Poon","Sports medicine (Auckland, N.Z.)"
"44","doi.org/10.1080/02640414.2024.2374637","Enhancing running injury prevention strategies with real-time biofeedback: A systematic review and meta-analysis.","The number of runners and the incidence of running-related injuries (RRIs) are on the rise. Real-time biofeedback gait retraining offers a promising approach to RRIs prevention. However, due to the diversity in study designs and reported outcomes, there remains uncertainty regarding the efficacy of different forms of feedback on running gait biomechanics. Three databases: MEDLINE, PUBMED, and SPORTDiscus were searched to identify relevant studies published up to March 2024, yielding 4646 articles for review. The quality of the included studies was assessed using the Downs and Black Quality checklist. Primary outcomes, including Peak Tibial Acceleration (PTA), Vertical Average Loading Rate (VALR), and Vertical Instantaneous Loading Rate (VILR), were analysed through meta-analysis. 24 studies met the inclusion criteria and were analysed in this review.17 used visual biofeedback (VB) while 14 chose auditory biofeedback (AB). The meta-analysis revealed a reduction in loading variables both immediately following the intervention and after extended training, with both visual and auditory feedback. Notably, the decrease in loading variables was more pronounced post-training and VB proved to be more effective than AB. Real-time biofeedback interventions are effective in lowering loading variables associated with RRIs. The impact is more substantial with sustained training, and VB outperforms AB in terms of effectiveness.","Shen","Journal of sports sciences"
"45","doi.org/10.1519/JSC.0000000000004839","Pairwise Comparison of Heavy Dynamic Strength and Fast Dynamic Strength Interventions on Sprint Performance: A Systematic Review and Meta-Analysis.","Pairwise comparison of heavy dynamic strength and fast dynamic strength interventions on sprint performance: a systematic review and meta-analysis. J Strength Cond Res 38(9): 1675-1686, 2024-Previous studies have shown that both heavy dynamic strength (HDS) and fast dynamic strength (FDS) training can be used to improve sprint performance; however, a review and meta-analysis investigating pairwise studies that compare these two training interventions have not been performed. The aims of the study were to systematically review and analyze HDS and FDS training methodologies and evaluate their effect size difference, in pairwise comparison studies to determine and compare their effects on sprint performance. Databases were systematically searched using Boolean phrasing to identify eligible articles, and meta-analyses were performed on the extracted data. Seven studies met the inclusion criteria, which resulted in data from 138 subjects across 24 separate sprint assessments. Overall, there was a small effect in favor of FDS (standardized mean difference = 0.27, 95% confidence intervals [-0.07; 0.60], 95% prediction intervals [-1.01; 1.55]), but this was deemed not significant because of the wide-ranging prediction intervals. There is no distinguishable difference between HDS and FDS training on sprint performance. The wide-ranging prediction intervals suggest the variability is too great to determine whether one training type is more effective than the other. Practitioners should consider the individual needs of their athletes when deciding which training type to use for long-term sprint development.Copyright © 2024 National Strength and Conditioning Association.","Stutter","Journal of strength and conditioning research"
